,Location ,Latitude ,NESS ID ,Longitude ,NWS ID ,Elevation ,Agency 
CASM,Ash Mountain California,"36° 29' 29""",FA66F07C,"118° 49' 31""",044701,1730 ft.,NPS
CBRN,Baron California,"38° 51' 15""",AA102746,"120° 01' 27""",042616,6248 ft.,USFS
NHOT,Hotel North Dakota,"47° 58' 00""",327711F4,"102° 13' 00""",,1897 ft.,DOD
AMES,Mescal Arizona,"33° 08' 29""",,"110° 40' 34""",020905,4200 ft.,BLM
CSJO,San Jose California,"37° 23' 54""",32905540,"121° 48' 25""",,675 ft.,S&amp;PF
PLOC,Loch Lomond Pennsylvania,"41° 12' 14""",FA63A7C0,"74° 53' 23""",361802,900 ft.,NPS
MBCI,Barton City Michigan,"44° 39' 53""",32B0223E,"83° 35' 15""",,833 ft.,S&amp;PF
YELL,Yellowstone - Altamont 13NNW Utah,"40° 32' 37""",32415A92,"110° 19' 46""",421301,7800 ft.,USFS
MWEG,West Glacier Montana,"48° 30' 38""",FA40E22A,"113° 59' 39""",240207,3200 ft.,NPS
CTLR,Talega Ridge California,"33° 28' 39""",923016AE,"117° 29' 11""",045739,1215 ft.,DOD
ODNM,Dean Mtn Oregon,"43° 37' 10""",,"123° 58' 04""",,1819 ft.,
WELL,Ellis Mt Washingtion,"48° 09' 28""",300020B2,"124° 18' 54""",450130,2000 ft.,S&amp;PF
CWSC,Willis Creek Colorado,"38° 00' 14""",3240B548,"105° 03' 23""",054801,9200 ft.,USFS
NDAL,Dale Nevada,"38° 54' 38""",,"114° 38' 00""",,6420 ft.,
ACHR,Headquarters Arizona,"32° 00' 22""",FA61A234,"109° 21' 25""",021409,5400 ft.,NPS
HPUA,Puu Alii Hawaii,"21° 08' 27""",32D6062E,"156° 54' 08""",,3805 ft.,NPS
OWAG,Wagontire Oregon,"43° 20' 24""",3256E264,"119° 52' 53""",353512,6420 ft.,BLM
OCOO,Coos Bay Oregon,"43° 12' 47""",,"124° 07' 21""",,239 ft.,
NBR1,Bravo 01 Nebraska,"41° 30' 36""",060005CC,"103° 59' 42""",,5260 ft.,DOD
MCRZ,Crazy Montana,"46° 09' 29""",32A0B0C2,"110° 23' 03""",,7321 ft.,USFS
OSWE,Swede Ridge Oregon,"44° 00' 00""",3235614C,"121° 30' 00""",,4900 ft.,USFS
MRAG,Ragland Hills Mississippi,"31° 12' 15""",328BE2F8,"89° 10' 42""",227401,285 ft.,USFS
OROB,Roberts Butte Oregon,"45° 40' 54""",3234D038,"117° 12' 23""",351520,4263 ft.,USFS
NTUR,Turnbull Creek North Carolina,"34° 40' 59""",4071B76C,"78° 34' 54""",319302,100 ft.,S&amp;PF
TCOV,Covington Tennessee,"35° 35' 21""",32B79384,"89° 35' 13""",405801,280 ft.,S&amp;PF
WBRK,Brooklyn Wisconsin,"42° 52' 12""",,"89° 29' 55""",,800 ft.,
MBLC,Black Creek Mississippi,"30° 50' 56""",333305C6,"89° 02' 03""",227802,275 ft.,USFS
TPAN,Panther Junction Texas,"29° 19' 00""",FA63D150,"103° 12' 00""",417401,3750 ft.,NPS
CJUL,Julian California,"33° 04' 33""",CA4A45DE,"116° 35' 27""",045708,4240 ft.,S&amp;PF
IMOO,Moose Creek Idaho,"46° 04' 11""",323A24D4,"114° 33' 00""",101028,2460 ft.,USFS
UBTC,Between the Creeks Utah,"37° 27' 52""",32B5C60C,"112° 04' 47""",,6110 ft.,BLM
NBKC,Baker Creek Nevada,"38° 58' 45""",,"114° 14' 39""",,7900 ft.,
NREB,Red Butte Nevada,"39° 59' 00""",32530656,"117° 19' 00""",260504,5050 ft.,BLM
MMNV,Minnesota Valley NWR Minnesota,"44° 42' 59""",837AA188,"93° 38' 09""",215601,845 ft.,FWS
HKII,Kii Hawaii,"21° 41' 18""",8375210E,"157° 57' 09""",150301,5 ft.,FWS
MCDV,Cedarville Maryland,"38° 39' 09""",B8002418,"76° 49' 14""",181510,200 ft.,S&amp;PF
NRCK,Rockingham North Carolina,"34° 57' 36""",3292E33A,"79° 41' 24""",318202,400 ft.,S&amp;PF
MWIN,Winborn Mississippi,"34° 37' 13""",3332B4B2,"89° 18' 51""",220202,500 ft.,USFS
OFRY,Fry Oregon,"47° 45' 00""",,"117° 49' 00""",,4200 ft.,
UDGS,Dugway South Utah,"40° 09' 49""",32B37B9E,"112° 53' 27""",,4385 ft.,DOD
CKLA,Klamath Marsh Oregon,"42° 57' 12""",8374830C,"121° 34' 55""",353346,4531 ft.,FWS
ISCO,Scout Mountain Idaho,"42° 41' 54""",33353092,"112° 21' 23""",103103,6515 ft.,USFS
MLAB,La Branche Michigan,"45° 53' 08""",080053BE,"87° 29' 18""",200903,1000 ft.,S&amp;PF
MCHI,Chillicothe Missouri,"39° 46' 06""",573020C2,"93° 29' 06""",231301,780 ft.,S&amp;PF
PBKN,Big Knob Pennsylvania,"40° 21' 27""",D680012C,"77° 32' 52""",360991,2120 ft.,S&amp;PF
MSQB,Square Butte Montana,"47° 22' 57""",,"107° 37' 51""",,2920 ft.,
TUNI,Unicoi Tennessee,"36° 08' 00""",3261F556,"82° 27' 00""",403602,2400 ft.,USFS
CELP,El Portal California,"37° 40' 32""",FA6724EE,"119° 47' 10""",044112,2050 ft.,NPS
MCAR,Carr Creek Missouri,"37° 10' 50""",3233E796,"91° 07' 05""",237401,1400 ft.,USFS
WDEE,Deer Mountain Washington,"48° 48' 07""",32457796,"117° 36' 37""",453412,3300 ft.,USFS
OFOR,Fort Rock Oregon,"43° 25' 30""",325D74AE,"120° 50' 30""",353406,4430 ft.,BLM
MPIS,Pistol Creek Montana,"47° 13' 00""",327BC600,"114° 01' 00""",241405,5000 ft.,BIA
IYRS,Yellow River State Forest Iowa,"43° 10' 26""",FD105188,"91° 14' 39""",131101,652 ft.,S&amp;PF
WDOD,Dodge Creek Wyoming,"41° 58' 03""",3276E38A,"105° 31' 10""",482106,7100 ft.,BLM
AODE,Oden Arkansas,"34° 37' 27""",3284F71C,"93° 48' 22""",034702,896 ft.,USFS
ISHE,Sheep Idaho,"46° 47' 00""",,"115° 37' 00""",,4280 ft.,
MEKK,Ekalaka Montana,"45° 48' 38""",324DD3C8,"104° 27' 47""",245303,3996 ft.,BLM
CBMT,Brush Mountain California,"40° 54' 56""",3266210A,"123° 40' 07""",040404,3988 ft.,USFS
SEGO,Sego Canyon - Thompson 10N Utah,"39° 07' 30""",,"109° 42' 20""",422103,8000 ft.,BLM
CCHI,Chilao California,"34° 19' 54""",32486786,"118° 01' 49""",045436,5450 ft.,USFS
NLOW,Lower Dixie Nevada,"40° 39' 30""",,"115° 51' 13""",,5240 ft.,BLM
OWAN,Wanderer's Peak Oregon,"45° 06' 34""",32407056,"122° 11' 43""",350726,4350 ft.,USFS
MBGM,Big Mountain Montana,"48° 30' 06""",,"114° 20' 19""",,6817 ft.,USFS
CHUM,Huntsman Mesa Colorado,"38° 19' 55""",325A000A,"107° 05' 20""",052813,9400 ft.,BLM
TFAL,Falcon Lake Texas,"26° 33' 17""",8375C2FC,"99° 08' 08""",418604,219 ft.,FWS
AHCA,Howard Canyon Arizona,"32° 11' 42""",,"109° 34' 12""",,6240 ft.,
ACBL,Cibola Arizona,"33° 18' 14""",8378C19A,"114° 41' 36""",020121,250 ft.,FWS
CLVA,Los Vaqueros California,"37° 49' 55""",CA270780,"121° 42' 15""",043013,155 ft.,S&amp;PF
ASEV,Seven Mile Alaska,"65° 56' 18""",3243642E,"149° 51' 18""",500405,823 ft.,BLM
MKIT,Kittson Minnesota,"48° 35' 32""",AAAE4700,"96° 29' 15""",210101,1060 ft.,S&amp;PF
TNEA,Neasloney WMA Texas,"29° 33' 26""",AAC08444,"97° 41' 02""",416401,357 ft.,S&amp;PF
OBRB,Broken Bow Oklahoma,"34° 03' 00""",3334C2EC,"94° 44' 14""",347701,500 ft.,USFS
OCAB,Cabin Lake Oregon,"43° 30' 00""",3240202A,"121° 03' 00""",353402,4545 ft.,USFS
NJEF,Jarbidge East Fork - WQ Nevada,"41° 55' 11""",3285B6EC,"115° 19' 50""",,6000 ft.,USFS
CMTH,Mtn Home California,"36° 13' 26""",32A151CA,"118° 39' 56""",044734,7030 ft.,S&amp;PF
CLVQ,Los Vaqueros California,"37° 47' 18""",CA270780,"121° 44' 05""",043013,1100 ft.,S&amp;PF
WPTT,Potato Creek Wyoming,"42° 07' 36""",,"111° 02' 30""",,7120 ft.,
CRUS,Rush Creek California,"41° 17' 17""",32316476,"120° 52' 11""",040312,4800 ft.,USFS
AALC,Alcan Hwy MI-1244 Alaska,"62° 49' 00""",12614702,"141° 28' 00""",500726,1800 ft.,FWS
IBAI,Bailly Indiana,"41° 37' 54""",FA66B376,"87° 05' 16""",120201,647 ft.,NPS
CSRH,San Rafael Hills California,"34° 11' 39""",CA2940E2,"118° 12' 45""",045451,1770 ft.,S&amp;PF
OTEP,Tepee Draw Oregon,"43° 50' 07""",3235723A,"121° 05' 00""",352622,4740 ft.,USFS
CTHM,Thompson Mtn Colorado CCDBLMFTS2,"38° 37' 11""",32644118,"105° 23' 27""",,8463 ft.,BLM
CBOL,Bolam California,"41° 32' 03""",326AB5F4,"122° 12' 31""",040247,4453 ft.,USFS
WEAG,Eagle Wyoming,"44° 29' 08""",326FA142,"109° 53' 47""",480214,7500 ft.,USFS
CSG5,Sugarloaf (5-C) California,"38° 47' 02""",,"120° 18' 36""",,5563 ft.,
CJER,Jerseydale California,"37° 32' 37""",3272C05C,"119° 50' 19""",044105,3900 ft.,USFS
CCAR,Carrizo California,"35° 05' 47""",325472F2,"119° 46' 22""",044916,2490 ft.,BLM
WFAI,Fairchild 36 RQF Washington,"48° 25' 25""",AA1094C8,"117° 22' 02""",FRCW1,2450 ft.,DOD
ACTC,Contact Creek Alaska,"58° 12' 34""",32803738,"155° 55' 16""",,670 ft.,NPS
CBRI,Briones California,"37° 56' 39""",CA414676,"122° 07' 04""",043010,1450 ft.,S&amp;PF
CDUM,Dumont Colorado,"39° 45' 54""",AB200678,"105° 35' 49""",051806,7973 ft.,S&amp;PF
ASLC,Salcha Alaska,"64° 35' 24""",33902272,"146° 08' 24""",500744,1000 ft.,S&amp;PF
PHOP,Hopewell Pennsylvania,"40° 12' 42""",32D7F450,"75° 48' 39""",360112,710 ft.,S&amp;PF
TOCO,Ocoee Tennessee,"35° 08' 30""",32A04046,"84° 36' 00""",409502,1 ft.,USFS
CJUN,Juniper Creek California,"41° 19' 56""",32780410,"120° 28' 21""",040308,4372 ft.,BLM
WCAR,Castle Rock Washington,"46° 18' 27""",3008A200,"122° 54' 17""",451207,213 ft.,S&amp;PF
CDVR,Devore California,"34° 13' 16""",CA44F238,"117° 24' 16""",045113,2057 ft.,S&amp;PF
SHUR,Huron South Dakota,"44° 14' 28""",83787214,"98° 46' 12""",393101,1876 ft.,FWS
CLYC,Lynch Canyon California,"35° 36' 42""",CA51D48A,"118° 24' 18""",049939,3141 ft.,S&amp;PF
WGLD,Goldendale Washington,"45° 52' 02""",300731F0,"120° 43' 23""",452408,2054 ft.,S&amp;PF
WLNC,Lancaster Wisconsin,"42° 49' 35""",,"90° 41' 11""",,1085 ft.,
CANZ,Anza California,"33° 33' 18""",CA44C7A2,"116° 40' 23""",045616,3920 ft.,S&amp;PF
CHAW,Hawkeye California,"38° 46' 54""",CA4565A0,"122° 55' 01""",042010,2000 ft.,S&amp;PF
CBGR,Bangor California,"39° 23' 51""",CA2162A8,"121° 23' 10""",041201,803 ft.,S&amp;PF
SSAT,Santee NWR South Carolina,"33° 33' 27""",8379E58C,"80° 26' 29""",383401,78 ft.,FWS
WSAW,Saw Mill Park Wyoming,"41° 04' 29""",323504AA,"106° 07' 55""",482105,9055 ft.,USFS
NAUS,Austin Nevada,"39° 30' 11""",32856084,"117° 04' 53""",260501,6275 ft.,USFS
CLDK,Lundylk California,"38° 02' 17""",32B33894,"119° 10' 12""",043712,7055 ft.,BLM
CALP,Alpine California,"32° 50' 01""",327F8030,"116° 44' 21""",045744,2041 ft.,USFS
MWDO,Windigo Michigan,"47° 54' 42""",FA4136B8,"89° 09' 17""",200403,700 ft.,NPS
MRDG,Ridgeland Mississippi,"33° 31' 33""",FA6283D6,"89° 58' 23""",224403,350 ft.,NPS
APAY,Payson Arizona,"34° 14' 35""",3260F7AC,"111° 18' 10""",020602,4975 ft.,USFS
AMTL,Mount Logan Arizona,"36° 21' 11""",3258C0E0,"113° 11' 57""",020107,7605 ft.,BLM
HPUH,Puuhoikaweea Hawaii,"21° 07' 50""",FA61672A,"156° 52' 30""",498011,840 ft.,NPS
TPAL,Palestine Texas,"31° 44' 33""",8840447C,"95° 34' 18""",412601,380 ft.,S&amp;PF
KKYL,Kylbl Kentucky,"36° 46' 41""",326F645C,"88° 03' 26""",159901,649 ft.,USFS
WMCK,Mill Creek Washington,"46° 15' 45""",32640212,"120° 51' 44""",452304,2820 ft.,BIA
XQUN,Queen New Mexico,"32° 12' 13""",3287C588,"104° 41' 25""",293105,5605 ft.,USFS
ACOR,Coronado Portable #1 Arizona,"32° 12' 00""",32330464,"110° 24' 00""",021099,3100 ft.,USFS
OPAN,Panhandle Oregon,"42° 46' 10""",FA609554,"122° 03' 50""",,4400 ft.,NPS
MYAN,Yankee Flat Montana,"46° 09' 46""",AAB05780,"113° 08' 28""",244403,6000 ft.,S&amp;PF
WMRB,Marblemount Washington,"48° 32' 22""",FA64739C,"121° 26' 46""",451504,357 ft.,NPS
MHUN,Hungry Horse Montana,"48° 23' 05""",326D912C,"114° 03' 27""",240217,3225 ft.,USFS
PGAR,Garden Hollow Pennsylvania,"41° 01' 32""",D68034B6,"77° 10' 02""",360271,1650 ft.,S&amp;PF
NMOR,Morey Creek Nevada,"41° 27' 21""",325C00C4,"117° 38' 00""",260204,5500 ft.,BLM
HMAN,Mana Hawaii,"22° 01' 46""",4870603C,"159° 45' 44""",495010,86 ft.,S&amp;PF
OBAS,Basque Hills Oregon,"42° 15' 17""",3250A1A0,"118° 58' 45""",353520,5080 ft.,BLM
CHPP,Heaps Peak California,"34° 14' 10""",AAC0C74E,"117° 08' 21""",045133,6350 ft.,USFS
OSAL,Salt Creek-Prineville Oregon,"44° 02' 40""",327D85C4,"120° 39' 58""",,5670 ft.,BLM
OMTW,Mt. Wilson Oregon,"45° 01' 48""",5211C70E,"121° 37' 40""",350916,3780 ft.,BIA
WDRC,Dry Creek (Skamania) Washington,"45° 56' 40""",3286C772,"121° 59' 11""",451924,1500 ft.,USFS
SBEA,Bear Creek South Dakota,"45° 03' 26""",52109588,"101° 28' 36""",391201,2290 ft.,BIA
AGRA,Graphite Lake Alaska,"67° 02' 00""",1260B57C,"143° 17' 00""",500416,850 ft.,FWS
BRUN,Bruin Point - Sunnyside 6NNE Utah,"39° 36' 35""",32546184,"110° 17' 40""",421702,10200 ft.,BLM
BIGI,Big Indian Valley - Lasal 6S Utah,"38° 13' 28""",325E0530,"109° 16' 42""",422711,6960 ft.,BLM
UCAL,Horse Valley Portable Utah (8-C),"38° 06' 18""",324E2442,"112° 13' 29""",109797,6870 ft.,BLM
NCRE,Crescent Lake Nebraska,"41° 45' 40""",83759280,"102° 26' 16""",252101,3900 ft.,FWS
MWAH,Wah Kon Tah Missouri,"38° 53' 48""",323C41FC,"93° 59' 30""",235901,945 ft.,S&amp;PF
CDV2,Devore 2 California,"34° 10' 56""",CA44F238,"117° 23' 06""",045113,1605 ft.,S&amp;PF
APAX,Paxson Alaska,"62° 56' 43""",33903104,"145° 30' 05""",500931,2670 ft.,S&amp;PF
MLIS,Little Snowy Montana,"46° 45' 04""",3256277A,"109° 01' 24""",242207,4975 ft.,BLM
OALK,Alkali Flat Oregon,"44° 05' 14""",329073AC,"117° 13' 33""",,2495 ft.,BLM
WORO,Oroville Washington,"48° 57' 52""",3243F14C,"119° 29' 34""",452039,1360 ft.,BLM
CSKL,Storm King Mtn. Lower Colorado,"39° 33' 45""",,"107° 25' 12""",,6980 ft.,
WLTP,Little Pend NWR Washington,"48° 27' 39""",83745564,"117° 43' 59""",453416,2015 ft.,FWS
HLAN,Lanai 1 Hawaii,"20° 52' 24""",48702336,"157° 00' 23""",498010,1270 ft.,S&amp;PF
CLGA,Los Gatos California,"37° 12' 10""",CA4A56A8,"121° 56' 34""",043913,2000 ft.,S&amp;PF
CBVR,Beaver Camp Loc California,"38° 29' 18""",323973A6,"120° 19' 30""",042601,5000 ft.,USFS
CAPP,Apple Valley California,"34° 35' 33""",325254D0,"117° 10' 06""",045134,3162 ft.,BLM
WENO,Enos Lake Wyoming,"43° 58' 47""",,"110° 16' 11""",,8240 ft.,
NCED,Cedar Pass Nevada,"39° 45' 25""",3255C386,"114° 09' 57""",260805,7185 ft.,BLM
WBOY,Boyd Ridge Wyoming,"44° 56' 29""",3249760A,"107° 42' 32""",480404,7740 ft.,USFS
ACO2,Coconini Micro #2 Arizona,"35° 01' 55""",326C06B4,"111° 54' 14""",020292,0 ft.,USFS
CROS,Rose Valley California,"34° 32' 35""",3242A3CA,"119° 11' 03""",045314,3331 ft.,USFS
MLIC,Lick Creek HI Portable Montana,"46° 07' 00""",3248E192,"114° 25' 00""",242992,5000 ft.,USFS
BEAV,Beaver Dam Utah,"37° 11' 19""",FA41535E,"113° 56' 21""",109798,4224 ft.,BLM
ISHO,Shock Idaho,"46° 59' 00""",3237874A,"116° 38' 00""",100606,3700 ft.,USFS
ASDH,Sanders Hill Alabama,"31° 42' 02""",32B3C6C2,"86° 01' 57""",015501,530 ft.,S&amp;PF
AUMI,Umiat Airfield Alaska,"69° 22' 12""",326B17F6,"152° 08' 10""",500104,289 ft.,BLM
GMCR,McRae Georgia,"32° 00' 35""",3100A704,"82° 54' 00""",096201,250 ft.,S&amp;PF
KTAL,Tallgrass Prairie Kansas,"38° 26' 06""",FA63812C,"96° 33' 39""",145201,1310 ft.,NPS
SFMD,Fort Mead QD South Dakota,"44° 24' 25""",3267051C,"103° 28' 44""",,3330 ft.,BLM
XUTE,Ute Mtn New Mexico,"36° 56' 10""",3291212A,"105° 43' 43""",290306,7593 ft.,BLM
JTEE,Teetertown New Jersey,"40° 44' 57""",FF1052CC,"74° 51' 31""",280191,998 ft.,S&amp;PF
WSNO,Snow Springs Creek Wyoming,"41° 25' 03""",32789172,"109° 02' 10""",481904,7550 ft.,BLM
APAM,Pamichtuk Lake Alaska,"67° 46' 19""",3961E704,"152° 11' 42""",,2700 ft.,NPS
IKEL,Kelly Idaho,"46° 40' 00""",323734C4,"115° 10' 00""",100708,2737 ft.,USFS
LBAR,Barataria Visitor Center Louisiana,"29° 47' 02""",,"90° 06' 54""",,2 ft.,
OKIA,Kiamichi Oklahoma,"34° 45' 21""",32850562,"94° 58' 59""",346303,680 ft.,USFS
CRAV,Ravendale California,"40° 43' 51""",3257F3E8,"120° 18' 59""",040714,5298 ft.,BLM
MBLH,Blue Hills Massachusetts,"42° 12' 28""",32B277B6,"71° 06' 38""",192101,110 ft.,S&amp;PF
MITA,Itasca Minnesota,"47° 14' 24""",70708652,"95° 11' 24""",211401,1480 ft.,S&amp;PF
XBUR,Burro Mountain New Mexico,"32° 40' 19""",333165D4,"108° 32' 20""",292504,6470 ft.,USFS
SSAV,Savannah NWR South Carolina,"32° 06' 00""",8376F068,"81° 05' 00""",384201,10 ft.,FWS
CSMP,San Marcos Pass California,"34° 29' 29""",CF1004EE,"119° 47' 47""",045224,1491 ft.,S&amp;PF
NNAC,Nature Conservancy North Carolina,"34° 02' 54""",327124A0,"78° 17' 25""",319802,55 ft.,S&amp;PF
WBLU,Blue Mt. Washington,"48° 03' 48""",3008C7E6,"123° 16' 27""",450127,750 ft.,S&amp;PF
MBLL,Blue Lake Michigan,"46° 15' 13""",,"86° 42' 51""",,815 ft.,
ATWI,Twin West Arizona,"36° 06' 02""",327013C0,"113° 38' 02""",109693,5936 ft.,
MTPT,Tepee Point Montana,"45° 56' 05""",32742360,"113° 44' 18""",242910,6629 ft.,USFS
CJAY,Jay Colorado,"38° 50' 30""",324AC28A,"107° 44' 10""",052704,6200 ft.,BLM
GJON,Jones Island Georgia,"30° 49' 44""",8372A52E,"82° 21' 36""",099802,114 ft.,FWS
OSIG,Signal Tree Oregon,"43° 00' 07""",324FB3DA,"123° 46' 49""",352816,3294 ft.,BLM
OELK,Elkton Oregon,"43° 37' 45""",,"123° 37' 50""",353042,850 ft.,BLM
CPIE,Pierce California,"40° 14' 46""",3248248C,"120° 38' 32""",040915,5700 ft.,USFS
CSTO,Stonyford California,"39° 22' 01""",323554D6,"122° 34' 30""",041503,1200 ft.,USFS
CBLH,Beulah Colorado,"38° 04' 38""",,"104° 58' 29""",,6239 ft.,
WYTC,YTC-RC Washington,"46° 40' 31""",AAC0A2A8,"120° 20' 50""",452319,2011 ft.,DOD
IBRA,Brace Flat Idaho,"42° 20' 59""",325034C2,"116° 41' 24""",103207,4900 ft.,BLM
NBAC,Back Island North Carolina,"34° 31' 58""",4071A41A,"77° 43' 19""",319402,20 ft.,S&amp;PF
OMER,Merlin Seed Orchard Oregon,"42° 29' 59""",324D05A0,"123° 22' 09""",353122,1240 ft.,S&amp;PF
WCAM,Camp Creek Wyoming,"42° 20' 45""",3278546C,"107° 33' 10""",482010,7380 ft.,BLM
CMNC,Montecito California,"34° 27' 41""",3237E2AC,"119° 38' 53""",045218,1500 ft.,USFS
AKEL,Kelly Alaska,"67° 56' 00""",3246D060,"162° 18' 00""",500934,412 ft.,NPS
WPIN,Pine Mountain Washington,"46° 36' 00""",,"120° 54' 00""",,4300 ft.,
SHOR,Horry South Carolina,"33° 56' 13""",3250C446,"79° 05' 06""",,8 ft.,S&amp;PF
WHAG,Hager Creek Washington,"46° 34' 00""",32617342,"121° 37' 50""",451115,3600 ft.,USFS
NKYL,Kyle Canyon Nevada,"36° 16' 00""",326CD0DC,"115° 36' 00""",261702,7200 ft.,USFS
MMLO,Mt. Longleaf Alabama,"33° 43' 07""",837A8764,"85° 45' 43""",012201,1050 ft.,FWS
ASER,Serpentine Alaska,"65° 51' 08""",39611780,"164° 42' 28""",,518 ft.,NPS
ISHV,Shiver Idaho,"46° 35' 00""",,"114° 45' 00""",,6560 ft.,
ISIL,Silverton Idaho,"47° 30' 30""",3249760A,"115° 56' 46""",100423,4160 ft.,USFS
CSDC,Soda Creek California,"39° 25' 30""",325F07CA,"122° 58' 38""",041406,1773 ft.,USFS
LK12,FRWS-12 Louisiana,"30° 46' 55""",325D24D2,"90° 12' 07""",,100 ft.,BLM
MAXO,Axolotl Montana,"45° 16' 06""",,"111° 52' 28""",245504,7250 ft.,BLM
CMOJ,Mojave River Sink California,"35° 03' 11""",3277C79C,"116° 04' 46""",045122,950 ft.,BLM
CWLS,Wilson Canyon California,"33° 58' 34""",32D7314E,"115° 59' 42""",,3075 ft.,NPS
MSIN,Sinkin Missouri,"37° 30' 05""",3271E1BE,"91° 15' 34""",236403,1333 ft.,USFS
FBRI,Brighton Florida,"27° 07' 10""",327E6138,"81° 04' 58""",085801,15 ft.,BIA
HWHT,Waimea Hts Hawaii,"21° 57' 59""",487090B8,"159° 39' 50""",495008,524 ft.,S&amp;PF
MHCK,Hancock Mississippi,"30° 36' 55""",391010D6,"89° 24' 48""",228002,270 ft.,S&amp;PF
AKIA,Kiana Alaska,"66° 58' 36""",324387DC,"160° 26' 15""",500206,150 ft.,BLM
CFEN,Fence Meadow California,"36° 57' 41""",326DB7C0,"119° 10' 30""",044503,5048 ft.,USFS
OPAR,Parker Mountain Oregon,"42° 06' 21""",32655094,"122° 16' 41""",353344,5280 ft.,BLM
AELL,Ella Creek Alaska,"65° 16' 17""",396182E2,"163° 48' 41""",,2258 ft.,NPS
NLEN,Lenoir North Carolina,"35° 55' 54""",,"81° 29' 48""",,1135 ft.,
CCAT,Catheys Valley California,"37° 28' 05""",CA2537EE,"120° 06' 38""",044114,1200 ft.,S&amp;PF
CSWA,Swain Mountain California,"40° 26' 43""",324485E8,"121° 06' 15""",040920,6099 ft.,USFS
WBBL,Big Blue Washington,"48° 00' 22""",32A18970,"118° 00' 58""",452919,3400 ft.,S&amp;PF
TATH,Athens Texas,"32° 13' 16""",88401400,"95° 45' 58""",412101,470 ft.,S&amp;PF
AHOG,Hogatza River Alaska,"66° 13' 00""",3244969E,"155° 40' 00""",500309,685 ft.,BLM
NJWF,Jarbidge West Fork - WQ Nevada,"41° 53' 51""",3281864C,"115° 25' 36""",,6000 ft.,USFS
CELI,Mount Elizabeth California,"38° 03' 47""",326DE7BC,"120° 14' 49""",043605,4933 ft.,USFS
AROO,Roosevelt Arizona,"33° 39' 18""",326BA478,"111° 08' 00""",020604,2180 ft.,USFS
AFRC,Fire Cove Alaska,"55° 53' 00""",,"133° 12' 00""",,200 ft.,
CBAL,Bald Mtn Loc California,"38° 54' 20""",32398322,"120° 41' 50""",042603,4680 ft.,USFS
OBRO,Browns Well Oregon,"43° 33' 40""",32505124,"120° 14' 55""",353428,4560 ft.,BLM
MHNT,Hornet Montana,"48° 52' 36""",3241915E,"114° 30' 34""",240224,6500 ft.,USFS
OFOS,Foster Flat Oregon,"42° 58' 25""",32653572,"119° 14' 46""",353525,5000 ft.,BLM
OGEL,Gellatly Oregon,"44° 36' 28""",6000026E,"123° 28' 30""",351814,860 ft.,S&amp;PF
ASAR,Small Arms Range Alaska,"64° 48' 00""",D0D03538,"147° 37' 00""",500754,490 ft.,DOD
CSHQ,Shadequarter California,"36° 34' 02""",CA228654,"118° 57' 20""",044724,4069 ft.,S&amp;PF
ILCR,Little Creek Idaho,"44° 43' 22""",32415440,"114° 59' 47""",101805,4620 ft.,USFS
ISHI,Shimek State Forest Iowa,"40° 38' 51""",FD10346E,"91° 43' 28""",139801,651 ft.,S&amp;PF
FNAV,Naval Live Oaks Florida,"30° 21' 59""",FA64E6FE,"87° 08' 15""",080202,15 ft.,NPS
CWWO,White Wolf California,"37° 51' 04""",FA454512,"119° 39' 00""",043612,8025 ft.,NPS
NY12,FRWS12 SW Crnr West &amp; Vessey St.,"40° 42' 49""",325D24D2,"74° 00' 48""",,38 ft.,BLM
CCRT,Cranston California,"33° 44' 25""",3275D11E,"116° 50' 29""",045603,1950 ft.,USFS
CLDR,Ladder Butte California,"40° 48' 26""",3238E43E,"121° 17' 48""",040723,5750 ft.,USFS
WPRD,Pardeeville Wisconsin,"43° 34' 00""",537075EA,"89° 19' 00""",475701,820 ft.,S&amp;PF
CMLM,Mule Mountain California,"40° 34' 09""",FA61C7D2,"122° 30' 11""",040637,2044 ft.,NPS
OBUE,Buckeye Oregon,"43° 02' 10""",326105D2,"122° 39' 19""",353040,3275 ft.,USFS
COKP,Oak Knoll - Portable California,"41° 51' 10""",3239463C,"122° 51' 00""",,2100 ft.,USFS
CTEP,Tepusquet California,"34° 55' 12""",CF101798,"120° 10' 52""",045225,3200 ft.,S&amp;PF
AGIL,Gila River Arizona,"32° 04' 55""",5214304A,"111° 44' 33""",020906,1093 ft.,BIA
PTUM,Tumbling Run Pennsylvania,"40° 00' 32""",,"77° 21' 23""",,1100 ft.,
GWAY,Waycross Georgia,"31° 06' 36""",31011670,"82° 15' 36""",099701,125 ft.,S&amp;PF
NSAN,San Juan Nevada,"39° 06' 00""",,"117° 16' 30""",,7360 ft.,
NSUN,Sunny Point North Carolina,"34° 00' 10""",3271024C,"77° 57' 29""",319803,30 ft.,S&amp;PF
MBRV,Bravo Montana,"47° 17' 06""",060055B0,"110° 21' 06""",,4035 ft.,DOD
ODEV,Devils Graveyard Oregon,"43° 43' 13""",326B226C,"123° 37' 47""",353047,1550 ft.,BLM
CCLA,Claremont California,"34° 08' 13""",CA420272,"117° 42' 25""",045443,1645 ft.,S&amp;PF
WRAT,Rattlesnake Mtn Wyoming,"44° 34' 26""",3278A4E8,"109° 15' 41""",480212,6800 ft.,BLM
